id,Geographic Area Name,Total_Population_18plus,Less than high school graduate,High school graduate,Some college or associate's degree,Bachelor's degree or higher,zcta
8600000US92132,ZCTA5 92132,0,0,0,0,0,92132
8600000US92134,ZCTA5 92134,285,0,125,154,6,92134
8600000US92135,ZCTA5 92135,635,0,419,200,16,92135
8600000US92139,ZCTA5 92139,27828,4875,6493,11122,5338,92139
8600000US92140,ZCTA5 92140,3705,73,2537,1054,41,92140
8600000US92145,ZCTA5 92145,1354,39,149,482,684,92145
8600000US92147,ZCTA5 92147,518,0,288,226,4,92147
8600000US92154,ZCTA5 92154,68639,15830,19449,22970,10390,92154
8600000US92155,ZCTA5 92155,456,0,316,138,2,92155
8600000US92173,ZCTA5 92173,22650,8276,5867,6576,1931,92173
8600000US92201,ZCTA5 92201,50827,11818,19602,13114,6293,92201
8600000US92203,ZCTA5 92203,24414,2327,7188,8820,6079,92203
8600000US92210,ZCTA5 92210,4874,146,691,1365,2672,92210
8600000US92211,ZCTA5 92211,22594,1077,4292,8321,8904,92211
8600000US92220,ZCTA5 92220,26055,5244,8597,8584,3630,92220
8600000US92222,ZCTA5 92222,0,0,0,0,0,92222
8600000US92223,ZCTA5 92223,40106,4890,11611,14476,9129,92223
8600000US92225,ZCTA5 92225,17694,4835,5350,6211,1298,92225
8600000US92227,ZCTA5 92227,18030,4474,4614,6949,1993,92227
8600000US92230,ZCTA5 92230,2122,665,670,540,247,92230
8600000US92231,ZCTA5 92231,28354,9030,5602,9275,4447,92231
8600000US92233,ZCTA5 92233,6281,2454,2313,1427,87,92233
8600000US92234,ZCTA5 92234,41739,8490,12621,12263,8365,92234
8600000US92236,ZCTA5 92236,34653,13319,14569,5607,1158,92236
8600000US92239,ZCTA5 92239,222,13,30,59,120,92239
8600000US92240,ZCTA5 92240,26455,6750,8437,8089,3179,92240
8600000US92241,ZCTA5 92241,6520,1347,1867,2383,923,92241
8600000US92242,ZCTA5 92242,1081,179,390,398,114,92242
8600000US92243,ZCTA5 92243,36029,10317,7869,11971,5872,92243
8600000US92249,ZCTA5 92249,5504,1546,1179,2081,698,92249
8600000US92250,ZCTA5 92250,6131,1697,1876,1840,718,92250
8600000US92251,ZCTA5 92251,17514,4213,4358,6211,2732,92251
8600000US92252,ZCTA5 92252,7448,1182,1870,3184,1212,92252
8600000US92253,ZCTA5 92253,32909,3180,7168,11464,11097,92253
8600000US92254,ZCTA5 92254,6840,4330,1804,632,74,92254
8600000US92256,ZCTA5 92256,2578,232,711,1040,595,92256
8600000US92257,ZCTA5 92257,892,190,287,357,58,92257
8600000US92258,ZCTA5 92258,510,302,69,133,6,92258
8600000US92259,ZCTA5 92259,116,16,65,35,0,92259
8600000US92260,ZCTA5 92260,29564,2401,6634,10889,9640,92260
8600000US92262,ZCTA5 92262,24211,2672,5220,7762,8557,92262
8600000US92264,ZCTA5 92264,18479,1463,3437,6141,7438,92264
8600000US92266,ZCTA5 92266,112,0,56,36,20,92266
8600000US92267,ZCTA5 92267,6,0,0,6,0,92267
8600000US92268,ZCTA5 92268,421,62,143,141,75,92268
8600000US92270,ZCTA5 92270,16818,770,2886,5679,7483,92270
8600000US92273,ZCTA5 92273,1452,318,337,679,118,92273
8600000US92274,ZCTA5 92274,11037,5555,3500,1434,548,92274
8600000US92275,ZCTA5 92275,1992,539,774,416,263,92275
8600000US92276,ZCTA5 92276,5447,933,2257,1657,600,92276
8600000US92277,ZCTA5 92277,16322,1535,4525,7262,3000,92277
8600000US92278,ZCTA5 92278,4158,63,2681,1216,198,92278
8600000US92280,ZCTA5 92280,0,0,0,0,0,92280
8600000US92281,ZCTA5 92281,1701,554,469,578,100,92281
8600000US92282,ZCTA5 92282,1097,251,237,383,226,92282
8600000US92283,ZCTA5 92283,1144,310,457,288,89,92283
8600000US92284,ZCTA5 92284,20134,2424,6331,8296,3083,92284
8600000US92285,ZCTA5 92285,2219,269,657,1049,244,92285
8600000US92301,ZCTA5 92301,22465,7142,6790,7362,1171,92301
8600000US92304,ZCTA5 92304,23,23,0,0,0,92304
8600000US92305,ZCTA5 92305,512,8,89,214,201,92305
8600000US92307,ZCTA5 92307,28552,3765,8493,11424,4870,92307
8600000US92308,ZCTA5 92308,30586,4239,9905,11719,4723,92308
8600000US92309,ZCTA5 92309,400,79,222,89,10,92309
8600000US92310,ZCTA5 92310,6226,218,2172,2326,1510,92310
8600000US92311,ZCTA5 92311,22820,5064,7241,8454,2061,92311
8600000US92313,ZCTA5 92313,10100,954,2978,3678,2490,92313
8600000US92314,ZCTA5 92314,8600,906,2674,3647,1373,92314
8600000US92315,ZCTA5 92315,4196,435,997,1608,1156,92315
8600000US92316,ZCTA5 92316,21130,7115,5880,5980,2155,92316
8600000US92320,ZCTA5 92320,7051,855,2274,2662,1260,92320
8600000US92321,ZCTA5 92321,856,117,236,335,168,92321
8600000US92322,ZCTA5 92322,560,0,119,208,233,92322
8600000US92324,ZCTA5 92324,43494,9682,12191,14569,7052,92324
8600000US92325,ZCTA5 92325,6452,397,1311,3251,1493,92325
8600000US92327,ZCTA5 92327,602,261,202,98,41,92327
8600000US92328,ZCTA5 92328,420,40,62,147,171,92328
8600000US92332,ZCTA5 92332,97,0,50,44,3,92332
8600000US92333,ZCTA5 92333,369,67,63,102,137,92333
8600000US92335,ZCTA5 92335,69825,23069,22886,18058,5812,92335
8600000US92336,ZCTA5 92336,70776,11344,19104,25216,15112,92336
8600000US92337,ZCTA5 92337,28401,5556,8537,9700,4608,92337
8600000US92338,ZCTA5 92338,0,0,0,0,0,92338
8600000US92339,ZCTA5 92339,821,30,178,358,255,92339
8600000US92341,ZCTA5 92341,197,11,55,101,30,92341
8600000US92342,ZCTA5 92342,5092,453,1129,2358,1152,92342
8600000US92344,ZCTA5 92344,16757,2416,5571,6733,2037,92344
8600000US92345,ZCTA5 92345,57572,12388,21065,18668,5451,92345
8600000US92346,ZCTA5 92346,46959,9547,13121,15553,8738,92346
8600000US92347,ZCTA5 92347,589,220,138,174,57,92347
8600000US92352,ZCTA5 92352,4460,213,879,1738,1630,92352
8600000US92354,ZCTA5 92354,18142,2022,3101,4960,8059,92354
8600000US92356,ZCTA5 92356,4908,870,1886,1667,485,92356
8600000US92358,ZCTA5 92358,658,74,317,151,116,92358
8600000US92359,ZCTA5 92359,7035,810,1897,2860,1468,92359
8600000US92363,ZCTA5 92363,3913,648,1647,1176,442,92363
8600000US92364,ZCTA5 92364,6,0,6,0,0,92364
8600000US92365,ZCTA5 92365,2150,298,658,939,255,92365
8600000US92368,ZCTA5 92368,688,195,247,204,42,92368
8600000US92371,ZCTA5 92371,13301,2123,4508,5218,1452,92371
8600000US92372,ZCTA5 92372,4622,438,1229,2340,615,92372
8600000US92373,ZCTA5 92373,26257,1949,3954,7855,12499,92373
8600000US92374,ZCTA5 92374,33448,4660,7748,11005,10035,92374
8600000US92376,ZCTA5 92376,61537,18216,20296,17800,5225,92376
8600000US92377,ZCTA5 92377,15502,2270,5047,5835,2350,92377
8600000US92378,ZCTA5 92378,213,51,41,90,31,92378
8600000US92382,ZCTA5 92382,3224,162,625,1582,855,92382
8600000US92384,ZCTA5 92384,17,0,0,4,13,92384
8600000US92385,ZCTA5 92385,190,0,39,98,53,92385
8600000US92386,ZCTA5 92386,1790,198,579,678,335,92386
8600000US92389,ZCTA5 92389,149,25,23,62,39,92389
8600000US92391,ZCTA5 92391,1544,407,476,480,181,92391
8600000US92392,ZCTA5 92392,39848,8110,11939,15149,4650,92392
8600000US92394,ZCTA5 92394,23970,4711,8114,8707,2438,92394
8600000US92395,ZCTA5 92395,30833,7001,8336,10814,4682,92395
8600000US92397,ZCTA5 92397,3425,281,832,1287,1025,92397
8600000US92398,ZCTA5 92398,1598,311,385,873,29,92398
8600000US92399,ZCTA5 92399,40973,4354,11678,15815,9126,92399
8600000US92401,ZCTA5 92401,1647,797,361,398,91,92401
8600000US92404,ZCTA5 92404,43873,10756,15673,13357,4087,92404
8600000US92405,ZCTA5 92405,19999,5758,6142,6173,1926,92405
8600000US92407,ZCTA5 92407,48707,10572,13551,17842,6742,92407
8600000US92408,ZCTA5 92408,10145,3519,2602,2467,1557,92408
8600000US92410,ZCTA5 92410,29923,11172,9411,7752,1588,92410
8600000US92411,ZCTA5 92411,17461,6438,5546,4223,1254,92411
8600000US92501,ZCTA5 92501,16499,3093,4339,5942,3125,92501
8600000US92503,ZCTA5 92503,70710,16115,21033,21819,11743,92503
8600000US92504,ZCTA5 92504,45369,7384,14391,16396,7198,92504
8600000US92505,ZCTA5 92505,40108,8154,12517,13388,6049,92505
8600000US92506,ZCTA5 92506,35769,3722,7720,12317,12010,92506
8600000US92507,ZCTA5 92507,48078,6829,11723,19222,10304,92507
8600000US92508,ZCTA5 92508,27971,2029,5384,11846,8712,92508
8600000US92509,ZCTA5 92509,58112,15577,18570,17861,6104,92509
8600000US92518,ZCTA5 92518,731,85,137,255,254,92518
8600000US92530,ZCTA5 92530,40644,8126,14043,13676,4799,92530
8600000US92532,ZCTA5 92532,17480,2141,3711,7391,4237,92532
8600000US92536,ZCTA5 92536,2300,204,841,861,394,92536
8600000US92539,ZCTA5 92539,3577,447,1206,1426,498,92539
8600000US92543,ZCTA5 92543,27068,6635,8780,9720,1933,92543
8600000US92544,ZCTA5 92544,36749,6844,11645,13828,4432,92544
8600000US92545,ZCTA5 92545,32126,5056,10347,12729,3994,92545
8600000US92548,ZCTA5 92548,5611,1526,2090,1465,530,92548
8600000US92549,ZCTA5 92549,2188,107,629,666,786,92549
8600000US92551,ZCTA5 92551,24209,5917,7463,7578,3251,92551
8600000US92553,ZCTA5 92553,53363,14823,17121,16398,5021,92553
8600000US92555,ZCTA5 92555,32384,5599,8841,11244,6700,92555
8600000US92557,ZCTA5 92557,39634,6321,12034,14403,6876,92557
8600000US92561,ZCTA5 92561,1279,107,265,400,507,92561
8600000US92562,ZCTA5 92562,47363,3858,12093,18050,13362,92562
8600000US92563,ZCTA5 92563,47819,3833,12016,18666,13304,92563
8600000US92567,ZCTA5 92567,7623,1731,2588,2381,923,92567
8600000US92570,ZCTA5 92570,43102,13466,14696,12128,2812,92570
8600000US92571,ZCTA5 92571,38992,10903,13272,11001,3816,92571
8600000US92582,ZCTA5 92582,11465,1998,3540,4220,1707,92582
8600000US92583,ZCTA5 92583,24073,5538,7346,8765,2424,92583
8600000US92584,ZCTA5 92584,38540,3775,9993,16216,8556,92584
8600000US92585,ZCTA5 92585,16286,2868,4560,5967,2891,92585
8600000US92586,ZCTA5 92586,16814,2195,5234,7175,2210,92586
8600000US92587,ZCTA5 92587,13034,1314,3853,4812,3055,92587
8600000US92590,ZCTA5 92590,4007,627,1062,1395,923,92590
8600000US92591,ZCTA5 92591,30496,2402,6329,12519,9246,92591
8600000US92592,ZCTA5 92592,59708,4062,12920,22854,19872,92592
8600000US92595,ZCTA5 92595,24757,3229,7857,9752,3919,92595
8600000US92596,ZCTA5 92596,21771,2131,5200,8944,5496,92596
8600000US92602,ZCTA5 92602,15981,331,1336,3620,10694,92602
8600000US92603,ZCTA5 92603,14722,190,830,2507,11195,92603
8600000US92604,ZCTA5 92604,22586,1337,2457,6110,12682,92604
8600000US92606,ZCTA5 92606,19920,1086,2550,4733,11551,92606
8600000US92610,ZCTA5 92610,12004,435,1119,3378,7072,92610
8600000US92612,ZCTA5 92612,29655,1025,3647,9624,15359,92612
8600000US92614,ZCTA5 92614,21496,986,1633,5687,13190,92614
8600000US92617,ZCTA5 92617,15937,173,3544,7022,5198,92617
8600000US92618,ZCTA5 92618,37005,1208,3765,8430,23602,92618
8600000US92620,ZCTA5 92620,38701,1571,3500,7892,25738,92620
8600000US92624,ZCTA5 92624,5663,474,802,2213,2174,92624
8600000US92625,ZCTA5 92625,10424,318,763,2130,7213,92625
8600000US92626,ZCTA5 92626,41445,3844,6943,13962,16696,92626
8600000US92627,ZCTA5 92627,49087,8717,9842,13701,16827,92627
8600000US92629,ZCTA5 92629,22387,1205,2693,6885,11604,92629
8600000US92630,ZCTA5 92630,47749,4132,7913,16095,19609,92630
8600000US92637,ZCTA5 92637,16019,847,2651,4635,7886,92637
8600000US92646,ZCTA5 92646,45329,2508,7732,16477,18612,92646
8600000US92647,ZCTA5 92647,48639,4985,10348,17069,16237,92647
8600000US92648,ZCTA5 92648,38177,2870,6704,12017,16586,92648
8600000US92649,ZCTA5 92649,29044,1819,4205,9969,13051,92649
8600000US92651,ZCTA5 92651,20741,656,2048,4863,13174,92651
8600000US92653,ZCTA5 92653,23746,1927,3443,7227,11149,92653
8600000US92655,ZCTA5 92655,5967,1785,1642,1415,1125,92655
8600000US92656,ZCTA5 92656,39634,1591,5044,12516,20483,92656
8600000US92657,ZCTA5 92657,7790,129,552,1151,5958,92657
8600000US92660,ZCTA5 92660,28026,698,2228,7109,17991,92660
8600000US92661,ZCTA5 92661,3144,60,363,889,1832,92661
8600000US92662,ZCTA5 92662,2237,0,157,537,1543,92662
8600000US92663,ZCTA5 92663,19150,566,1675,5771,11138,92663
8600000US92672,ZCTA5 92672,28591,2073,4310,9881,12327,92672
8600000US92673,ZCTA5 92673,22488,848,2471,7123,12046,92673
8600000US92675,ZCTA5 92675,29397,4136,5795,9100,10366,92675
8600000US92676,ZCTA5 92676,1708,61,320,654,673,92676
8600000US92677,ZCTA5 92677,53407,2920,7461,16256,26770,92677
8600000US92678,ZCTA5 92678,461,45,90,186,140,92678
8600000US92679,ZCTA5 92679,24808,866,2632,7423,13887,92679
8600000US92683,ZCTA5 92683,72778,15162,16226,22976,18414,92683
8600000US92688,ZCTA5 92688,33307,1772,4909,10969,15657,92688
8600000US92691,ZCTA5 92691,40701,2978,6602,13990,17131,92691
8600000US92692,ZCTA5 92692,37824,1902,5087,12242,18593,92692
8600000US92694,ZCTA5 92694,18620,682,1540,4416,11982,92694
8600000US92701,ZCTA5 92701,37738,16663,8636,8697,3742,92701
8600000US92703,ZCTA5 92703,50828,21585,12688,11703,4852,92703
8600000US92704,ZCTA5 92704,65601,22669,16231,16673,10028,92704
8600000US92705,ZCTA5 92705,35926,4579,6749,10705,13893,92705
8600000US92706,ZCTA5 92706,26356,8499,5707,7137,5013,92706
8600000US92707,ZCTA5 92707,45709,15572,11504,12149,6484,92707
8600000US92708,ZCTA5 92708,45687,4515,7656,15189,18327,92708
8600000US92780,ZCTA5 92780,44744,6717,10060,13835,14132,92780
8600000US92782,ZCTA5 92782,17148,1028,1490,4072,10558,92782
8600000US92801,ZCTA5 92801,49286,11934,13741,14885,8726,92801
8600000US92802,ZCTA5 92802,31552,8953,8173,9049,5377,92802
8600000US92804,ZCTA5 92804,68892,14717,18394,21680,14101,92804
8600000US92805,ZCTA5 92805,54338,16250,13624,15110,9354,92805
8600000US92806,ZCTA5 92806,30581,5646,7557,9603,7775,92806
8600000US92807,ZCTA5 92807,29015,2030,5475,10139,11371,92807
8600000US92808,ZCTA5 92808,16053,885,2065,5027,8076,92808
8600000US92821,ZCTA5 92821,29644,2375,5031,10314,11924,92821
8600000US92823,ZCTA5 92823,3395,103,431,878,1983,92823
8600000US92831,ZCTA5 92831,29964,3088,5000,11098,10778,92831
8600000US92832,ZCTA5 92832,19559,3554,4260,6147,5598,92832
8600000US92833,ZCTA5 92833,40249,4720,8476,11437,15616,92833
8600000US92835,ZCTA5 92835,18932,946,2568,5841,9577,92835
8600000US92840,ZCTA5 92840,43410,9868,10851,13643,9048,92840
8600000US92841,ZCTA5 92841,26476,5860,7321,7882,5413,92841
8600000US92843,ZCTA5 92843,36379,10580,9679,10397,5723,92843
8600000US92844,ZCTA5 92844,18721,4795,4392,5596,3938,92844
8600000US92845,ZCTA5 92845,12654,995,2630,4503,4526,92845
8600000US92860,ZCTA5 92860,21601,3005,6642,7890,4064,92860
8600000US92861,ZCTA5 92861,4759,295,669,1352,2443,92861
8600000US92865,ZCTA5 92865,16036,2298,3267,5293,5178,92865
8600000US92866,ZCTA5 92866,12786,1635,2594,4930,3627,92866
8600000US92867,ZCTA5 92867,34127,4666,6692,11542,11227,92867
8600000US92868,ZCTA5 92868,21992,3802,5396,6879,5915,92868
8600000US92869,ZCTA5 92869,28992,3393,4656,9357,11586,92869
8600000US92870,ZCTA5 92870,41109,4929,7058,14365,14757,92870
8600000US92879,ZCTA5 92879,35716,6264,10466,11725,7261,92879
8600000US92880,ZCTA5 92880,48925,5385,10306,17497,15737,92880
8600000US92881,ZCTA5 92881,25450,2743,5673,10026,7008,92881
8600000US92882,ZCTA5 92882,55086,8186,14926,19121,12853,92882
8600000US92883,ZCTA5 92883,25908,2059,5999,10448,7402,92883
8600000US92886,ZCTA5 92886,38704,2077,5598,12243,18786,92886
8600000US92887,ZCTA5 92887,15704,569,1936,4257,8942,92887
8600000US93001,ZCTA5 93001,25761,3966,5096,8829,7870,93001
8600000US93003,ZCTA5 93003,40247,3516,7349,15519,13863,93003
8600000US93004,ZCTA5 93004,24842,2589,5266,9409,7578,93004
8600000US93010,ZCTA5 93010,36063,2847,6069,14019,13128,93010
8600000US93012,ZCTA5 93012,29740,1341,4252,12089,12058,93012
8600000US93013,ZCTA5 93013,13502,2004,2367,4385,4746,93013
8600000US93015,ZCTA5 93015,13060,3027,2851,5303,1879,93015
8600000US93021,ZCTA5 93021,29265,2808,4351,10177,11929,93021
8600000US93022,ZCTA5 93022,5715,781,1215,2062,1657,93022
8600000US93023,ZCTA5 93023,16956,1503,2894,5818,6741,93023
8600000US93030,ZCTA5 93030,42617,11974,11518,12312,6813,93030
8600000US93033,ZCTA5 93033,59393,23014,15421,15549,5409,93033
8600000US93035,ZCTA5 93035,23757,2180,5672,8802,7103,93035
8600000US93036,ZCTA5 93036,34904,7674,9194,11207,6829,93036
8600000US93040,ZCTA5 93040,1264,369,341,442,112,93040
8600000US93041,ZCTA5 93041,18444,3213,5329,6669,3233,93041
8600000US93042,ZCTA5 93042,118,4,52,50,12,93042
8600000US93043,ZCTA5 93043,85,53,3,29,0,93043
8600000US93060,ZCTA5 93060,24369,7471,5828,7607,3463,93060
8600000US93063,ZCTA5 93063,44957,3566,10831,17517,13043,93063
8600000US93064,ZCTA5 93064,0,0,0,0,0,93064
8600000US93065,ZCTA5 93065,55747,4917,11972,20712,18146,93065
8600000US93066,ZCTA5 93066,2663,338,658,854,813,93066
8600000US93067,ZCTA5 93067,398,0,61,91,246,93067
8600000US93101,ZCTA5 93101,26046,4842,3826,8071,9307,93101
8600000US93103,ZCTA5 93103,16778,2357,2373,4620,7428,93103
8600000US93105,ZCTA5 93105,23600,2154,2938,5328,13180,93105
8600000US93108,ZCTA5 93108,8546,278,760,2325,5183,93108
8600000US93109,ZCTA5 93109,9525,604,1004,3381,4536,93109
8600000US93110,ZCTA5 93110,13818,1066,2451,4211,6090,93110
8600000US93111,ZCTA5 93111,14155,1035,2181,4259,6680,93111
8600000US93117,ZCTA5 93117,50979,2803,6616,27513,14047,93117
8600000US93201,ZCTA5 93201,1008,498,289,206,15,93201
8600000US93202,ZCTA5 93202,2822,734,741,1112,235,93202
8600000US93203,ZCTA5 93203,14407,7995,3589,2505,318,93203
8600000US93204,ZCTA5 93204,8944,4597,2264,1805,278,93204
8600000US93205,ZCTA5 93205,1553,364,555,401,233,93205
8600000US93206,ZCTA5 93206,996,340,394,213,49,93206
8600000US93207,ZCTA5 93207,213,23,55,81,54,93207
8600000US93208,ZCTA5 93208,106,64,3,21,18,93208
8600000US93210,ZCTA5 93210,13790,4241,3313,4784,1452,93210
8600000US93212,ZCTA5 93212,18893,7770,5552,4917,654,93212
8600000US93215,ZCTA5 93215,40503,15424,11965,10248,2866,93215
8600000US93218,ZCTA5 93218,616,222,167,205,22,93218
8600000US93219,ZCTA5 93219,6947,3513,1937,1326,171,93219
8600000US93220,ZCTA5 93220,65,65,0,0,0,93220
8600000US93221,ZCTA5 93221,10388,1867,2714,4002,1805,93221
8600000US93222,ZCTA5 93222,1358,113,341,550,354,93222
8600000US93223,ZCTA5 93223,7479,2565,2491,2077,346,93223
8600000US93224,ZCTA5 93224,351,106,105,123,17,93224
8600000US93225,ZCTA5 93225,4006,585,1366,1414,641,93225
8600000US93226,ZCTA5 93226,118,0,47,41,30,93226
8600000US93230,ZCTA5 93230,48442,9550,13246,17414,8232,93230
8600000US93234,ZCTA5 93234,4690,3033,703,885,69,93234
8600000US93235,ZCTA5 93235,2914,1114,969,679,152,93235
8600000US93238,ZCTA5 93238,553,28,89,212,224,93238
8600000US93239,ZCTA5 93239,853,524,152,162,15,93239
8600000US93240,ZCTA5 93240,5085,622,1737,1980,746,93240
8600000US93241,ZCTA5 93241,10843,5994,3039,1583,227,93241
8600000US93242,ZCTA5 93242,2280,929,480,719,152,93242
8600000US93243,ZCTA5 93243,1310,272,540,250,248,93243
8600000US93244,ZCTA5 93244,255,12,63,71,109,93244
8600000US93245,ZCTA5 93245,27810,3931,7900,11218,4761,93245
8600000US93247,ZCTA5 93247,12720,5325,3598,3074,723,93247
8600000US93249,ZCTA5 93249,1203,633,359,191,20,93249
8600000US93250,ZCTA5 93250,10707,4339,3778,2231,359,93250
8600000US93251,ZCTA5 93251,165,54,44,59,8,93251
8600000US93252,ZCTA5 93252,2076,666,758,510,142,93252
8600000US93254,ZCTA5 93254,543,120,152,194,77,93254
8600000US93255,ZCTA5 93255,671,33,334,130,174,93255
8600000US93256,ZCTA5 93256,3293,1919,674,625,75,93256
8600000US93257,ZCTA5 93257,53185,15174,15408,17348,5255,93257
8600000US93258,ZCTA5 93258,1535,788,514,216,17,93258
8600000US93260,ZCTA5 93260,208,35,26,110,37,93260
8600000US93261,ZCTA5 93261,1784,1146,352,256,30,93261
8600000US93262,ZCTA5 93262,53,0,0,35,18,93262
8600000US93263,ZCTA5 93263,14987,5694,4731,3276,1286,93263
8600000US93265,ZCTA5 93265,3019,98,864,1156,901,93265
8600000US93266,ZCTA5 93266,776,317,192,209,58,93266
8600000US93267,ZCTA5 93267,4601,1828,1332,1089,352,93267
8600000US93268,ZCTA5 93268,12733,3433,4735,3632,933,93268
8600000US93270,ZCTA5 93270,3908,1655,870,1076,307,93270
8600000US93271,ZCTA5 93271,2116,73,327,647,1069,93271
8600000US93272,ZCTA5 93272,2821,1440,700,608,73,93272
8600000US93274,ZCTA5 93274,49000,12452,14817,16996,4735,93274
8600000US93276,ZCTA5 93276,103,30,47,9,17,93276
8600000US93277,ZCTA5 93277,37604,5068,8928,15855,7753,93277
8600000US93280,ZCTA5 93280,20773,8345,7178,4595,655,93280
8600000US93283,ZCTA5 93283,1946,315,830,735,66,93283
8600000US93285,ZCTA5 93285,2161,274,902,733,252,93285
8600000US93286,ZCTA5 93286,6579,2088,1644,2081,766,93286
8600000US93287,ZCTA5 93287,54,2,27,25,0,93287
8600000US93291,ZCTA5 93291,41048,9924,8641,14416,8067,93291
8600000US93292,ZCTA5 93292,29284,4776,7852,11401,5255,93292
8600000US93301,ZCTA5 93301,8807,1938,2717,2706,1446,93301
8600000US93304,ZCTA5 93304,34184,10001,11376,10289,2518,93304
8600000US93305,ZCTA5 93305,24554,9569,7576,5907,1502,93305
8600000US93306,ZCTA5 93306,49993,12503,14159,15727,7604,93306
8600000US93307,ZCTA5 93307,57233,21749,19558,13137,2789,93307
8600000US93308,ZCTA5 93308,39508,6613,13532,13997,5366,93308
8600000US93309,ZCTA5 93309,43721,6592,13352,15640,8137,93309
8600000US93311,ZCTA5 93311,33353,3880,6538,11482,11453,93311
8600000US93312,ZCTA5 93312,43235,2733,9983,17946,12573,93312
8600000US93313,ZCTA5 93313,37997,7806,11861,13023,5307,93313
8600000US93314,ZCTA5 93314,21021,2037,4284,8399,6301,93314
8600000US93401,ZCTA5 93401,24206,1407,3117,8900,10782,93401
8600000US93402,ZCTA5 93402,13446,1137,2176,4832,5301,93402
8600000US93405,ZCTA5 93405,33424,1979,5324,19776,6345,93405
8600000US93410,ZCTA5 93410,0,0,0,0,0,93410
8600000US93420,ZCTA5 93420,24372,1379,5725,8833,8435,93420
8600000US93422,ZCTA5 93422,26193,1394,6367,10360,8072,93422
8600000US93424,ZCTA5 93424,765,14,315,246,190,93424
8600000US93426,ZCTA5 93426,1303,118,372,518,295,93426
8600000US93427,ZCTA5 93427,4671,729,758,1520,1664,93427
8600000US93428,ZCTA5 93428,5275,303,946,1927,2099,93428
8600000US93429,ZCTA5 93429,144,53,35,56,0,93429
8600000US93430,ZCTA5 93430,2541,50,505,1079,907,93430
8600000US93432,ZCTA5 93432,1141,25,141,519,456,93432
8600000US93433,ZCTA5 93433,10497,869,2154,4369,3105,93433
8600000US93434,ZCTA5 93434,5059,1961,1045,1604,449,93434
8600000US93436,ZCTA5 93436,41782,8041,11232,15786,6723,93436
8600000US93437,ZCTA5 93437,2350,60,368,1248,674,93437
8600000US93440,ZCTA5 93440,1241,341,337,424,139,93440
8600000US93441,ZCTA5 93441,767,53,153,194,367,93441
8600000US93442,ZCTA5 93442,9410,682,1911,3310,3507,93442
8600000US93444,ZCTA5 93444,17101,2421,3586,6282,4812,93444
8600000US93445,ZCTA5 93445,5432,1010,1403,2201,818,93445
8600000US93446,ZCTA5 93446,35123,4060,8124,14618,8321,93446
8600000US93449,ZCTA5 93449,7395,225,1453,2488,3229,93449
8600000US93450,ZCTA5 93450,497,229,180,50,38,93450
8600000US93451,ZCTA5 93451,3452,668,1011,1156,617,93451
8600000US93452,ZCTA5 93452,483,111,167,152,53,93452
8600000US93453,ZCTA5 93453,2199,76,580,885,658,93453
8600000US93454,ZCTA5 93454,28466,8451,6494,9185,4336,93454
8600000US93455,ZCTA5 93455,35329,3241,8629,14483,8976,93455
8600000US93458,ZCTA5 93458,37583,18064,7643,9334,2542,93458
8600000US93460,ZCTA5 93460,4248,203,1059,1615,1371,93460
8600000US93461,ZCTA5 93461,1059,302,262,382,113,93461
8600000US93463,ZCTA5 93463,6465,318,1230,2430,2487,93463
8600000US93465,ZCTA5 93465,6972,195,1635,2684,2458,93465
8600000US93501,ZCTA5 93501,3792,893,1351,1198,350,93501
8600000US93505,ZCTA5 93505,10895,2348,3675,3704,1168,93505
8600000US93510,ZCTA5 93510,6261,474,1413,2790,1584,93510
8600000US93512,ZCTA5 93512,320,17,53,156,94,93512
8600000US93513,ZCTA5 93513,1289,122,391,533,243,93513
8600000US93514,ZCTA5 93514,11361,1056,3428,3688,3189,93514
8600000US93516,ZCTA5 93516,1813,335,651,634,193,93516
8600000US93517,ZCTA5 93517,557,33,115,199,210,93517
8600000US93518,ZCTA5 93518,698,113,180,241,164,93518
8600000US93519,ZCTA5 93519,0,0,0,0,0,93519
8600000US93522,ZCTA5 93522,100,0,33,45,22,93522
8600000US93523,ZCTA5 93523,2178,104,403,980,691,93523
8600000US93524,ZCTA5 93524,165,0,105,55,5,93524
8600000US93526,ZCTA5 93526,543,31,239,179,94,93526
8600000US93527,ZCTA5 93527,1238,91,423,383,341,93527
8600000US93528,ZCTA5 93528,92,0,26,66,0,93528
8600000US93529,ZCTA5 93529,368,0,155,129,84,93529
8600000US93530,ZCTA5 93530,10,0,0,5,5,93530
8600000US93531,ZCTA5 93531,310,43,19,110,138,93531
8600000US93532,ZCTA5 93532,2163,206,639,916,402,93532
8600000US93534,ZCTA5 93534,27997,4913,8483,10476,4125,93534
8600000US93535,ZCTA5 93535,51617,10371,18102,18114,5030,93535
8600000US93536,ZCTA5 93536,52750,6686,13997,20415,11652,93536
8600000US93541,ZCTA5 93541,202,0,21,36,145,93541
8600000US93543,ZCTA5 93543,10255,3743,2766,2997,749,93543
8600000US93544,ZCTA5 93544,1086,91,281,555,159,93544
8600000US93545,ZCTA5 93545,1366,377,454,314,221,93545
8600000US93546,ZCTA5 93546,7446,856,1771,3005,1814,93546
8600000US93549,ZCTA5 93549,286,46,164,70,6,93549
8600000US93550,ZCTA5 93550,53037,16161,15734,17112,4030,93550
