lat,lon,name,amenity,addr:street,addr:housenumber,addr:city,addr:postcode,addr:country,id,version,timestamp,changeset,uid,user,shop,building,opening_hours,source,phone,website,brand,brand:wikidata,cuisine,operator,brand:wikipedia,wheelchair,name:en,remaining_tags_json,ZIP,ZIP_CODE,PO_NAME,STATE,ZIP_TYPE,ZCTA,zip_join_type
33.7294516,-117.7965725,Hoag Urgent Care Tustin,clinic,Bryan Avenue,2560,Tustin,92780,,5253278384,1,2017-11-29T01:37:19Z,54164896,6869539,Grayfox88,,,Mo-Su 08:00-20:00,,+1 (714) 389-3500,http://hoag.org,,,,Hoag,,,,"{""addr:state"": ""CA"", ""addr:unit"": ""A"", ""healthcare"": ""clinic""}",92781.0,92781.0,Tustin,CA,Post Office or large volume customer,92780,Spatial join to ZCTA
33.7107637,-117.816858,CVS Pharmacy,pharmacy,Kensington Park Drive,15180,,,,5262768382,4,2021-01-16T06:09:09Z,97592233,115918,Timothy Smith,,retail,,,,,CVS Pharmacy,Q2078880,,,en:CVS Pharmacy,,,"{""healthcare"": ""pharmacy"", ""short_name"": ""CVS""}",92606.0,92606.0,Irvine,CA,Zip Code Area,92606,Zip matches ZCTA
33.6548292,-117.6466967,Avalon Dentistry,dentist,Santa Margarita Parkway,27725,Mission Viejo,92691,,5263507893,1,2017-12-04T10:31:53Z,54324839,394354,warplayer,,,unknown,,,,,,,,,,,"{""addr:state"": ""CA"", ""healthcare"": ""dentist""}",92630.0,92630.0,Lake Forest,CA,Zip Code Area,92630,Zip matches ZCTA
33.6547446,-117.646775,Remarkable Smiles Orthodontics,dentist,Santa Margarita Parkway,27725,Mission Viejo,92691,,5263507894,1,2017-12-04T10:31:53Z,54324839,394354,warplayer,,,unknown,,,,,,,,,,,"{""addr:state"": ""CA"", ""addr:unit"": ""241"", ""healthcare"": ""dentist""}",92630.0,92630.0,Lake Forest,CA,Zip Code Area,92630,Zip matches ZCTA
33.7113671,-117.8168342,Tustin Legacy Dentistry,dentist,,,,,,5264938070,1,2017-12-05T01:40:27Z,54350612,6869539,Grayfox88,,,,,,,,,,,,,,"{""healthcare"": ""dentist""}",92606.0,92606.0,Irvine,CA,Zip Code Area,92606,Zip matches ZCTA
33.6567324,-117.8685427,John B Chrispens DDS,dentist,Southeast Bristol Street,2372,Newport Beach,92660,,5311848918,3,2020-02-13T22:31:59Z,80977884,5164,woodpeck,,,"Mo 08:00-12:00; Tu 09:00-16:00; We 08:00-17:00; Th 07:00-15:00; Fr 07:00-15:00; Sa ""By appointment only""; Su off",,+1-949-833-2263,https://www.drchrispens.com/,,,,John B Chrispens DDS,,,,"{""addr:state"": ""CA"", ""addr:unit"": ""A"", ""healthcare"": ""dentist""}",92658.0,92658.0,Newport Beach,CA,Post Office or large volume customer,92660,Spatial join to ZCTA
33.5027361,-117.653245,OC Pharmacy,pharmacy,,,,,,5338045068,2,2019-05-28T12:55:40Z,70695918,221326,PelleB,,,,,,,,,,,,,,"{""healthcare"": ""pharmacy""}",92693.0,92693.0,San Juan Capistrano,CA,Post Office or large volume customer,92675,Spatial join to ZCTA
33.5246079,-117.7151663,Walgreens,pharmacy,,,,,,2247224133,2,2019-06-08T03:19:14Z,71042288,115918,Timothy Smith,,,,,,,Walgreens,Q1591889,,,en:Walgreens,,,"{""dispensing"": ""yes"", ""healthcare"": ""pharmacy""}",92607.0,92607.0,Laguna Niguel,CA,Post Office or large volume customer,92677,Spatial join to ZCTA
33.1650746,-117.2473206,CVS,pharmacy,,,,,,2718534582,1,2014-03-15T05:28:15Z,21111322,1985378,Martel DuVigneaud,,,,,,,,,,,,,,{},92081.0,92081.0,Vista,CA,Zip Code Area,92081,Zip matches ZCTA
33.5066965,-117.1496669,"K.Pat Brown,DDS",dentist,Ynez Road,27450,Temecula,92591,,3029362735,3,2019-02-19T18:50:06Z,67363518,9451067,b-jazz-bot,,,,,951-695-6269,https://dental-temecula.com/,,,,,,,,"{""addr:unit"": ""204""}",92593.0,92593.0,Temecula,CA,Post Office or large volume customer,92590,Spatial join to ZCTA
33.1466198,-117.1992902,Western Dental,dentist,,,,,,4059565882,2,2019-10-17T10:33:42Z,75827607,9313144,Low Level M,,,,,,,Western Dental,Q64211989,,,en:Western Dental,,,"{""alt_name"": ""Western Dental & Orthodontics"", ""healthcare"": ""dentist""}",92069.0,92069.0,San Marcos,CA,Zip Code Area,92069,Zip matches ZCTA
33.1416659,-117.1909497,Grand Plaza Dental,dentist,,,,,,4059593565,2,2019-10-16T01:29:40Z,75748861,115918,Timothy Smith,,,,,,,,,,,,,,"{""healthcare"": ""dentist""}",92069.0,92069.0,San Marcos,CA,Zip Code Area,92069,Zip matches ZCTA
33.148537,-117.1069352,El Norte Veterinary Clinic,veterinary,West El Norte Parkway,1034,Escondido,92026,,4059717827,1,2016-03-14T11:56:21Z,37818991,3686832,fossosm,,,,,,,,,,,,,,"{""addr:state"": ""CA""}",92046.0,92046.0,Escondido,CA,Post Office or large volume customer,92025,Spatial join to ZCTA
33.1188186,-117.0959021,Escondido Smiles,dentist,,,,,,4065364903,3,2020-08-01T18:38:13Z,88822255,318696,n76,,,,,,,,,,,,,,"{""healthcare"": ""dentist""}",92046.0,92046.0,Escondido,CA,Post Office or large volume customer,92025,Spatial join to ZCTA
33.1189645,-117.0955341,U.S. Health Works Medical Group,clinic,,,,,,4065364905,3,2020-08-01T18:38:13Z,88822255,318696,n76,,,,,,,,,,,,,,"{""healthcare"": ""clinic""}",92046.0,92046.0,Escondido,CA,Post Office or large volume customer,92025,Spatial join to ZCTA
33.4301154,-117.6225542,Dr. Eckl Family Dentistry,dentist,West el Portal,130,San Clemente,92672,,4070119990,1,2016-03-20T17:59:19Z,37960628,318696,n76,,,,,,,,,,,,,,"{""healthcare"": ""dentist""}",92674.0,92674.0,San Clemente,CA,Post Office or large volume customer,92672,Spatial join to ZCTA
33.5691197,-117.2050397,Bright Now! Dental,dentist,California Oaks Road,40790,Murrieta,92562,,4096451129,1,2016-04-04T01:16:19Z,38278729,3700050,ProNavigation,,,,,,,,,,,,,,"{""addr:state"": ""CA""}",92563.0,92563.0,Murrieta,CA,Zip Code Area,92563,Zip matches ZCTA
33.6551537,-117.6295429,CVS Pharmacy,pharmacy,,,,,,4105827004,2,2019-09-03T16:25:05Z,74049850,115918,Timothy Smith,,,,,,,CVS Pharmacy,Q2078880,,,en:CVS Pharmacy,,,"{""healthcare"": ""pharmacy"", ""short_name"": ""CVS""}",92678.0,92678.0,Trabuco Canyon,CA,Post Office or large volume customer,92678,Zip matches ZCTA
33.5692235,-117.2039329,Murrieta Dental Group and Orthodontics,dentist,California Oaks Road,40760,Murrieta,92562,,4109932209,2,2019-08-25T01:25:43Z,73707807,115918,Timothy Smith,,,,,,,,,,,,,,"{""addr:state"": ""CA"", ""healthcare"": ""dentist""}",92563.0,92563.0,Murrieta,CA,Zip Code Area,92563,Zip matches ZCTA
33.7313932,-117.9205133,Miyoco Medical Center,doctors,Harbor Boulevard,15975,,,,4117810391,1,2016-04-13T01:20:39Z,38514044,3817605,Bedhead911,,,Mo-Fr 09:00-18:00,,(714) 546-6575,,,,,,,,,{},92728.0,92728.0,Fountain Valley,CA,Post Office or large volume customer,92708,Spatial join to ZCTA
33.7279247,-117.9214351,Walgreens,pharmacy,Harbor Boulevard,16201,,,,4122123289,2,2019-06-11T17:32:04Z,71151238,115918,Timothy Smith,,,Mo-Su 08:00-22:00,,(714) 839-3496,,Walgreens,Q1591889,,,en:Walgreens,,,"{""healthcare"": ""pharmacy""}",92728.0,92728.0,Fountain Valley,CA,Post Office or large volume customer,92708,Spatial join to ZCTA
33.7459521,-117.8324346,Tustin Santa Ana vet hospital ,veterinary,,,,,,4316473989,1,2016-07-22T23:56:20Z,40962469,4304845,Kkeeps,,,,,,,,,,,,,,{},92780.0,92780.0,Tustin,CA,Zip Code Area,92780,Zip matches ZCTA
33.6371139,-117.591792,Pavilions Pharmacy,pharmacy,Antonio Parkway,22451,Rancho Santa Margarita,92688,,4326425211,2,2019-09-03T16:25:05Z,74049850,115918,Timothy Smith,,,,,,,,,,,,,,"{""addr:state"": ""CA"", ""drive_through"": ""no"", ""healthcare"": ""pharmacy""}",92678.0,92678.0,Trabuco Canyon,CA,Post Office or large volume customer,92678,Zip matches ZCTA
33.6367737,-117.5909958,Marque Urgent Care,clinic,Antonio Parkway,,Rancho Santa Margarita,92688,,4326425217,2,2019-09-03T16:25:05Z,74049850,115918,Timothy Smith,,,,,,,,,,,,,,"{""addr:state"": ""CA"", ""healthcare"": ""clinic""}",92678.0,92678.0,Trabuco Canyon,CA,Post Office or large volume customer,92678,Zip matches ZCTA
33.6389794,-117.5910782,Elite Dentistry,dentist,,,,,,4330462599,2,2019-09-03T16:25:05Z,74049850,115918,Timothy Smith,,,,,,,,,,,,,,"{""healthcare"": ""dentist""}",92678.0,92678.0,Trabuco Canyon,CA,Post Office or large volume customer,92678,Zip matches ZCTA
33.6143027,-117.9301197,Lido Animal Hospital,veterinary,Newport Boulevard,2915,,,,4362111090,2,2016-08-22T23:02:50Z,41626479,3178375,LeTopographeFou,,,,,,,,,,,,,,{},92663.0,92663.0,Newport Beach,CA,Zip Code Area,92663,Zip matches ZCTA
33.6858464,-117.3672559,Sav-on,pharmacy,,,,,,4365758391,1,2016-08-25T04:44:11Z,41678574,3178375,LeTopographeFou,,,,,,,,,,,,,Sav-on,{},92530.0,92530.0,Lake Elsinore,CA,Zip Code Area,92530,Zip matches ZCTA
33.6145861,-117.678263,Saddleback Family Urgent Care,doctors,Alicia Parkway,23962,,92691,,4369193592,2,2019-02-17T17:10:41Z,67285988,9451067,b-jazz-bot,,,Mo-Su 08:00-19:00,,949-452-7699,https://www.saddlebackurgentcare.com/,,,,,,,Saddleback Family Urgent Care,{},92691.0,92691.0,Mission Viejo,CA,Zip Code Area,92691,Zip matches ZCTA
33.6507782,-117.6458203,CVS Pharmacy,pharmacy,Santa Margarita Parkway,,,,,4381614490,3,2019-09-03T16:25:05Z,74049850,115918,Timothy Smith,,,24/7,,,,CVS Pharmacy,Q2078880,,,en:CVS Pharmacy,,CVS,"{""dispensing"": ""yes"", ""healthcare"": ""pharmacy"", ""short_name"": ""CVS""}",92630.0,92630.0,Lake Forest,CA,Zip Code Area,92630,Zip matches ZCTA
33.6293861,-117.6639933,Aliso Animal Hospital,veterinary,Los Alisos Boulevard,22902,,92691,,4381666990,2,2020-01-17T19:29:18Z,79712815,10661651,Ou41aw,,,,,949-768-8308,http://alisosanimalhospital.net/,,,,,,,Aliso Animal Hospital,{},92630.0,92630.0,Lake Forest,CA,Zip Code Area,92630,Zip matches ZCTA
33.5778622,-117.7024132,Little Heroes Pediatric Dentistry,dentist,Moulton Parkway,26534,Laguna Hills,92653,,4400587385,3,2019-05-28T18:41:26Z,70707819,115918,Timothy Smith,,,,,,,,,,,,,,"{""addr:state"": ""CA"", ""addr:unit"": ""C"", ""healthcare"": ""dentist""}",92609.0,92609.0,El Toro,CA,Post Office or large volume customer,92630,Spatial join to ZCTA
33.5777232,-117.7009611,Banfield Pet Hospital,veterinary,Moulton Parkway,26548,Laguna Hills,92653,,4400700543,3,2019-05-28T18:41:26Z,70707819,115918,Timothy Smith,,,,,,,Banfield Pet Hospital,Q2882416,,,en:Banfield Pet Hospital,,,"{""addr:state"": ""CA"", ""addr:unit"": ""G""}",92653.0,92653.0,Laguna Hills,CA,Zip Code Area,92653,Zip matches ZCTA
33.0491264,-117.2849833,Braces By Grant,dentist,Saxony Road,135,Encinitas,92024,,4401850835,1,2016-09-14T22:33:41Z,42160512,296869,Zian Choy,,,,,858-755-1515,www.BracesByGrant.com,,,,,,,,"{""addr:unit"": ""218"", ""level"": ""2""}",92023.0,92023.0,Encinitas,CA,Post Office or large volume customer,92024,Spatial join to ZCTA
33.0490287,-117.284979,Encinitas Pediatric Dentistry,dentist,Saxony Road,135,Encinitas,92024,,4401850836,1,2016-09-14T22:33:41Z,42160512,296869,Zian Choy,,,,,760-634-5437,www.EncinitasKids.com,,,,,,,,"{""level"": ""2""}",92023.0,92023.0,Encinitas,CA,Post Office or large volume customer,92024,Spatial join to ZCTA
33.6757515,-117.7940234,"Dr. Neil Neimark, MD",doctors,,,,,,4423006597,2,2020-02-27T15:26:20Z,81553850,2888253,mapman44,,,,,,,,,,,,,,"{""healthcare"": ""doctor""}",92604.0,92604.0,Irvine,CA,Zip Code Area,92604,Zip matches ZCTA
33.6365243,-117.5992886,RSM Dental Group,dentist,,,,,,4423208471,2,2019-09-03T16:25:05Z,74049850,115918,Timothy Smith,,,,,,,,,,,,,,"{""healthcare"": ""dentist""}",92688.0,92688.0,Rancho Santa Margarita,CA,Zip Code Area,92688,Zip matches ZCTA
33.4195474,-117.6073561,Dand Chiropractic,doctors,,,,,,4515928121,2,2018-08-06T19:29:34Z,61413556,1624486,thetornado76,,,,,,,,,,,,,,"{""healthcare"": ""doctor"", ""healthcare:speciality"": ""chiropractic""}",92672.0,92672.0,San Clemente,CA,Zip Code Area,92672,Zip matches ZCTA
33.6414886,-117.5984126,CVS Pharmacy,pharmacy,,,,,,4518607851,3,2019-09-03T16:25:05Z,74049850,115918,Timothy Smith,,,,,,,CVS Pharmacy,Q2078880,,,en:CVS Pharmacy,,,"{""dispensing"": ""yes"", ""healthcare"": ""pharmacy"", ""short_name"": ""CVS""}",92678.0,92678.0,Trabuco Canyon,CA,Post Office or large volume customer,92678,Zip matches ZCTA
33.5705161,-117.700601,Nellie Gail Urgent Care,clinic,Moulton Parkway,27001,Laguna Hills,92656,,4524100108,2,2019-02-17T17:09:17Z,67285959,9451067,b-jazz-bot,,,,,+1-949-600-1907,https://nelliegailurgentcare.com/,,,,,,,,"{""addr:state"": ""CA"", ""addr:unit"": ""A102""}",92656.0,92656.0,Aliso Viejo,CA,Zip Code Area,92656,Zip matches ZCTA
33.5703975,-117.7006225,Aliso Hills Optometric Group,doctors,Moulton Parkway,27001,Laguna Hills,92656,,4524100109,1,2016-11-27T00:50:17Z,43974958,4179946,DavidKewley,,,,,+1-949-362-6552,http://alisohillsoptometry.com/,,,,,,,,"{""addr:state"": ""CA"", ""addr:unit"": ""A100"", ""healthcare"": ""optometrist""}",92656.0,92656.0,Aliso Viejo,CA,Zip Code Area,92656,Zip matches ZCTA
33.5711233,-117.7006508,Everyday Dental,dentist,Moulton Parkway,27001,Laguna Hills,92656,,4529449991,1,2016-11-30T03:02:15Z,44049530,4179946,DavidKewley,,,,,+1-949-831-8391,,,,,,,,,"{""addr:state"": ""CA"", ""addr:unit"": ""A206""}",92653.0,92653.0,Laguna Hills,CA,Zip Code Area,92653,Zip matches ZCTA
33.573089,-117.7038151,MemorialCare Medical Group,doctors,Mareblu,15,Aliso Viejo,92656,,4529473621,1,2016-11-30T03:34:37Z,44049894,4179946,DavidKewley,,,,,+1-949-448-0656,https://www.memorialcare.org/memorialcare-medical-group/locations/memorialcare-medical-group-aliso-viejo-15-mareblu-street,,,,,,,,"{""addr:state"": ""CA"", ""addr:unit"": ""100""}",92656.0,92656.0,Aliso Viejo,CA,Zip Code Area,92656,Zip matches ZCTA
33.5726293,-117.702511,Orange County Health Care Agency,doctors,Mareblu,5,Aliso Viejo,92656,,4529473622,1,2016-11-30T03:34:37Z,44049894,4179946,DavidKewley,,,,,,,,,,,,,,"{""addr:state"": ""CA"", ""addr:unit"": ""100""}",92653.0,92653.0,Laguna Hills,CA,Zip Code Area,92653,Zip matches ZCTA
33.5699917,-117.7069545,Aliso Viejo Family Dental Group,dentist,La Paz Road,27066,Aliso Viejo,92656,,4529726767,1,2016-11-30T07:38:25Z,44053170,4179946,DavidKewley,,,,,,,,,,,,,,"{""addr:state"": ""CA""}",92656.0,92656.0,Aliso Viejo,CA,Zip Code Area,92656,Zip matches ZCTA
33.572293,-117.706331,Nellie Gail Dental,dentist,La Paz Road,26888,Aliso Viejo,92656,,4529726771,1,2016-11-30T07:38:26Z,44053170,4179946,DavidKewley,,,,,+1-949-362-5600,http://www.nelliegaildental.com/,,,,,,,,"{""addr:state"": ""CA"", ""addr:unit"": ""B""}",92656.0,92656.0,Aliso Viejo,CA,Zip Code Area,92656,Zip matches ZCTA
33.5991492,-117.715535,Palm Terrace Healthcare & Rehab Center,social_facility,Calle Aragon,24962,Laguna Woods,92637,,4540646590,5,2020-09-01T21:35:07Z,90265657,11567017,n76_oc_import,,,,,+1 949 587 9000,https://www.palmterracecares.com/,,,,,,,,"{""addr:state"": ""CA"", ""height"": ""12.46"", ""social_facility"": ""nursing_home""}",92654.0,92654.0,Laguna Hills,CA,Post Office or large volume customer,92653,Spatial join to ZCTA
33.564505,-117.6601867,"Dr Rosemarie Calleros Ph.D, MFT",doctors,Crown Valley Parkway,26461,Mission VIejo,92691,,4546337370,2,2016-12-09T19:39:30Z,44290299,5359,user_5359,,,,,+1-949-916-8271,http://doctorrmcalleros.com,,,,,,,,"{""addr:state"": ""CA"", ""addr:unit"": ""100"", ""category"": ""Psychologist""}",92691.0,92691.0,Mission Viejo,CA,Zip Code Area,92691,Zip matches ZCTA
33.730923,-117.9540168,Walgreens,pharmacy,,,,,,4576514150,1,2016-12-28T03:07:44Z,44720527,115918,Timothy Smith,,,,,,,,,,,,,,{},92708.0,92708.0,Fountain Valley,CA,Zip Code Area,92708,Zip matches ZCTA
33.1010569,-117.3188592,First Aid,doctors,,,,,,4622531284,1,2017-01-21T20:43:36Z,45358198,443130,Alan Bragg,,,,,,,,,,,,,,{},92011.0,92011.0,Carlsbad,CA,Zip Code Area,92011,Zip matches ZCTA
33.5428475,-117.783134,Bushards Pharmacy,pharmacy,Forest Avenue,244,Laguna Beach,92651,,6365773715,1,2019-03-27T18:58:42Z,68599366,9568058,Lukej_,,,,,,,,,,,,,,"{""addr:state"": ""CA"", ""delivery"": ""yes"", ""dispensing"": ""yes"", ""healthcare"": ""pharmacy""}",92652.0,92652.0,Laguna Beach,CA,Post Office or large volume customer,92651,Spatial join to ZCTA
33.5163606,-117.7562657,Animal Clinic Of Aliso Beach,veterinary,South Coast Highway,30818,Laguna Beach,92651,,6388101387,3,2020-07-26T16:53:22Z,88526834,318696,n76,,,,,,,,,,,,,,{},92652.0,92652.0,Laguna Beach,CA,Post Office or large volume customer,92651,Spatial join to ZCTA
33.2123657,-117.2295436,North County Dental Care,dentist,,,,,,6399811643,1,2019-04-12T03:16:16Z,69136988,115918,Timothy Smith,,,,,,,,,,,,,,"{""healthcare"": ""dentist""}",92085.0,92085.0,Vista,CA,Post Office or large volume customer,92083,Spatial join to ZCTA
33.2190943,-117.2243971,Rite Aid,pharmacy,,,,,,6399823388,1,2019-04-12T03:28:59Z,69137126,115918,Timothy Smith,,,,,,,Rite Aid,Q3433273,,,en:Rite Aid,,,"{""dispensing"": ""yes"", ""healthcare"": ""pharmacy""}",92084.0,92084.0,Vista,CA,Zip Code Area,92084,Zip matches ZCTA
33.7189674,-117.8862938,Dr Mark Chang DDS,doctors,,,,,,6423042946,3,2019-06-30T18:24:14Z,71762075,145231,woodpeck_repair,,,,,,,,,,,,,,"{""healthcare"": ""doctor""}",92799.0,92799.0,Santa Ana,CA,Post Office or large volume customer,92704,Spatial join to ZCTA
33.5216075,-117.6173303,Ben White Orthodontics,dentist,,,,,,6538530689,1,2019-06-11T00:59:25Z,71122051,318696,n76,,,,,,,,,,,,,,{},92675.0,92675.0,San Juan Capistrano,CA,Zip Code Area,92675,Zip matches ZCTA
33.521811,-117.6173919,Sendero Dental Studio,dentist,,,,,,6538530692,1,2019-06-11T00:59:25Z,71122051,318696,n76,,,,,,,,,,,,,,{},92675.0,92675.0,San Juan Capistrano,CA,Zip Code Area,92675,Zip matches ZCTA
33.6208777,-117.7022788,"Pankaj R. Narkhede, DDS, MDS, Honored Fellow AAID",dentist,Raymond Way,24602,Lake Forest,92630,,6545557529,3,2021-01-11T09:08:25Z,97292750,12169583,davidfaure_bot,,,Mo-Fr 08:30-17:00,,949-770-0966,https://www.dentistlakeforestca.com/,,,,"Pankaj R. Narkhede, DDS",,,,"{""addr:state"": ""CA"", ""addr:unit"": ""Suite L"", ""healthcare"": ""dentist"", ""healthcare:speciality"": ""General_Dentistry;Cosmetic_Dentistry;Dental_Implants""}",92637.0,92637.0,Laguna Woods,CA,Zip Code Area,92637,Zip matches ZCTA
33.7392946,-116.2178985,Target Pharmacy,pharmacy,Jackson Street,42625,Indio,92203,US,1733658726,4,2019-03-25T17:24:04Z,68515293,115918,Timothy Smith,,,,,,,,,,,,,,"{""addr:state"": ""CA"", ""dispensing"": ""yes"", ""disused:amenity"": ""pharmacy"", ""healthcare"": ""pharmacy""}",92203.0,92203.0,Indio,CA,Zip Code Area,92203,Zip matches ZCTA
33.7205701,-116.3927095,Rite Aid,pharmacy,Highway 111,72322,,92260,,1976139286,3,2019-08-29T05:11:08Z,73865279,115918,Timothy Smith,,,,,,https://www.riteaid.com/,Rite Aid,Q3433273,,,en:Rite Aid,,,"{""healthcare"": ""pharmacy""}",92260.0,92260.0,Palm Desert,CA,Zip Code Area,92260,Zip matches ZCTA
33.1938923,-116.3288545,Borrego Medical Clinic,clinic,Yaqui Pass Road,4343,Borrego Springs,92004,,358844933,3,2019-02-17T02:45:48Z,67268118,5800005,b-jazz,,,Mo-Fr 08:00-17:00,,+1 760 767 5051,https://www.borregohealth.org/borrego-health-borrego-medical-clinic,,,,Borrego Community Health Foundation,,,,"{""gnis:feature_id"": ""1868906"", ""healthcare"": ""clinic"", ""old_name"": ""Scripps Medical Center""}",92004.0,92004.0,Borrego Springs,CA,Zip Code Area,92004,Zip matches ZCTA
33.6782137,-116.1753131,Eleanor Shadowen Senior Center,social_facility,,,,,,1622536917,2,2012-02-08T18:39:18Z,10627204,70696,xybot,,,,survey,,,,,,,,,,"{""social_facility"": ""outreach"", ""social_facility:for"": ""senior""}",92236.0,92236.0,Coachella,CA,Zip Code Area,92236,Zip matches ZCTA
33.7008613,-116.2215382,Riverside County Psychiatric Health Facility,hospital,Oasis Street,47915,Indio,92201,,5607103030,1,2018-05-09T12:49:51Z,58818904,360392,maxerickson,,,24/7,,+1 760 863 8632,http://www.telecarecorp.com/riverside-county-phf/,,,,Telecare,,,,"{""beds"": ""16"", ""emergency"": ""no"", ""healthcare"": ""hospital"", ""healthcare:speciality"": ""psychiatry""}",92201.0,92201.0,Indio,CA,Zip Code Area,92201,Zip matches ZCTA
33.7228158,-116.390622,Walgreens,pharmacy,,,,,,7265457226,1,2020-03-05T05:15:41Z,81803923,115918,Timothy Smith,,,,,,,Walgreens,Q1591889,,,en:Walgreens,,,"{""dispensing"": ""yes"", ""healthcare"": ""pharmacy""}",92260.0,92260.0,Palm Desert,CA,Zip Code Area,92260,Zip matches ZCTA
33.7204358,-116.3574409,CVS Pharmacy,pharmacy,,,,,,7267020253,1,2020-03-05T17:45:30Z,81833364,115918,Timothy Smith,,,,,,,CVS Pharmacy,Q2078880,,,en:CVS Pharmacy,,,"{""dispensing"": ""yes"", ""healthcare"": ""pharmacy"", ""short_name"": ""CVS""}",92255.0,92255.0,Palm Desert,CA,Post Office or large volume customer,92260,Spatial join to ZCTA
33.7153756,-116.2298236,CVS Pharmacy,pharmacy,,,,,,6708163261,1,2019-08-13T17:51:21Z,73319508,115918,Timothy Smith,,,,,,,CVS Pharmacy,Q2078880,,,en:CVS Pharmacy,,,"{""dispensing"": ""yes"", ""healthcare"": ""pharmacy"", ""short_name"": ""CVS""}",92201.0,92201.0,Indio,CA,Zip Code Area,92201,Zip matches ZCTA
33.5683486,-116.074098,Mecca Community Pharmacy,pharmacy,66th Avenue,91275,Mecca,92254,,2283453480,2,2013-05-02T15:56:27Z,15941608,290680,wheelmap_visitor,,,,,,,,,,,,yes,,"{""addr:unit"": ""200"", ""entrance"": ""main""}",92274.0,92274.0,Thermal,CA,Zip Code Area,92274,Zip matches ZCTA
33.5683921,-116.0746361,Mecca Dental Clinic,dentist,66th Avenue,91275,Mecca,92254,,2283453481,1,2013-04-27T19:47:26Z,15887903,587790,JaggedMind,,,,,,cdsdp.org/Mecca.aspx,,,,"Clinicas de Salud del Pueblo, Inc.",,,,"{""addr:unit"": ""300"", ""entrance"": ""main""}",92274.0,92274.0,Thermal,CA,Zip Code Area,92274,Zip matches ZCTA
33.568588,-116.074333,Mecca Family and Farm Workers Service Center,clinic,66th Avenue,91275,Mecca,92254,,2283453482,1,2013-04-27T19:47:26Z,15887903,587790,JaggedMind,,,,,,,,,,County of Riverside,,,,"{""addr:unit"": ""100"", ""entrance"": ""main""}",92274.0,92274.0,Thermal,CA,Zip Code Area,92274,Zip matches ZCTA
33.5683919,-116.074141,Mecca Medical Clinic,clinic,66th Avenue,91275,Mecca,92254,,2283453483,1,2013-04-27T19:47:26Z,15887903,587790,JaggedMind,,,,,,cdsdp.org/Mecca.aspx,,,,"Clinicas de Salud del Pueblo, Inc.",,,,"{""addr:unit"": ""500"", ""entrance"": ""main""}",92274.0,92274.0,Thermal,CA,Zip Code Area,92274,Zip matches ZCTA
33.7437614,-116.7130717,Idyllwild Pharmacy,pharmacy,Village Center Drive,54391,Idyllwild,92549,,2970741051,2,2015-12-02T06:50:24Z,35699919,3132250,2bre99,,,,,951-659-2135,http://www.idyllwildpharmacy.com/,,,,,,,,"{""name:es"": ""Farmacia de Idyllwild"", ""source:name:es"": ""2bre99""}",92549.0,92549.0,Idyllwild,CA,Zip Code Area,92549,Zip matches ZCTA
33.707969,-116.2333152,kaiser permanent,clinic,,,,,,4633779947,2,2019-08-13T17:51:21Z,73319508,115918,Timothy Smith,,,,,,,,,,,,,,"{""healthcare"": ""clinic""}",92201.0,92201.0,Indio,CA,Zip Code Area,92201,Zip matches ZCTA
34.4429807,-119.8315085,Rite Aid,pharmacy,,,,,,1348740319,3,2019-10-17T10:42:02Z,75828279,9313144,Low Level M,,,,,,,Rite Aid,Q3433273,,,en:Rite Aid,,,"{""healthcare"": ""pharmacy""}",93106.0,93106.0,Santa Barbara,CA,Zip Code Area,93117,Spatial join to ZCTA
34.440647,-119.8271311,CVS Pharmacy,pharmacy,Calle Real,5875,Goleta,93117,,1348747766,4,2019-10-17T10:42:02Z,75828279,9313144,Low Level M,,,,,,,CVS Pharmacy,Q2078880,,,en:CVS Pharmacy,,,"{""dispensing"": ""yes"", ""healthcare"": ""pharmacy"", ""short_name"": ""CVS""}",93106.0,93106.0,Santa Barbara,CA,Zip Code Area,93117,Spatial join to ZCTA
34.4293877,-119.7224112,Pueblo Multi-Specialty Clinic,clinic,West Pueblo Street,317,Santa Barbara,93105,,358848463,4,2018-04-04T03:36:11Z,57789982,360392,maxerickson,,,,,+1 805 681 7500,https://www.sansumclinic.org/locations/location/details/pueblo-multi-specialty-clinic,,,,Sansum Clinic,,yes,,"{""gnis:feature_id"": ""1871956"", ""healthcare"": ""clinic""}",93130.0,93130.0,Santa Barbara,CA,Post Office or large volume customer,93105,Spatial join to ZCTA
34.436716,-119.8031694,Angel Veterinary Hospital,veterinary,Hollister Avenue,5152A,Santa Barbara,93111,,1469714004,3,2019-02-15T21:53:59Z,67240711,2110789,escallic,,,,,+1-805-845-3131,,,,,,,,,{},93160.0,93160.0,Santa Barbara,CA,Post Office or large volume customer,93111,Spatial join to ZCTA
34.4367425,-119.8040533,Sea Breeze Dental Care,dentist,Hollister Avenue,5168,Santa Barbara,93111,,1469734574,2,2019-02-15T21:53:59Z,67240711,2110789,escallic,,,09:00-17:00,,+1-805-692-8422,https://santabarbara.zakdental.com/,,,,,,,,{},93160.0,93160.0,Santa Barbara,CA,Post Office or large volume customer,93111,Spatial join to ZCTA
